file,line,kind,code
src/services/ProductionQueueManager.ts,78,: any,"    queueHealth?: any;"
src/services/ProductionQueueManager.ts,79,: any,"    circuitBreaker?: any;"
src/services/ProductionQueueManager.ts,134,: any,"    private logger: any,"
src/services/ProductionQueueManager.ts,844,: any,"    payload: any,"
src/services/ProductionQueueManager.ts,1244,: any,"  private async processAIResponseJob(jobData: any): Promise<any> {"
src/services/ProductionQueueManager.ts,1273,: any,"      let context: any;"
src/services/ProductionQueueManager.ts,1591,: any,"    redisHealth: any;"
src/services/ProductionQueueManager.ts,1769,: any,"    jobData: any,"
src/services/ProductionQueueManager.ts,1781,: any,"      conversationHistory: messageHistory.map((msg: any) => ({"
src/services/ProductionQueueManager.ts,1816,: any,"    jobData: any,"
src/services/ProductionQueueManager.ts,1842,: any,"    jobData: any,"
src/services/ProductionQueueManager.ts,1875,: any,"  private async processNotificationJob(jobData: any): Promise<any> {"
src/services/ProductionQueueManager.ts,1940,: any,"  private async processMessageDeliveryJob(jobData: any): Promise<any> {"
src/middleware/rls-merchant-isolation.ts,43,as any,"      const h1 = (c.req as any).header?.(name);"
src/middleware/rls-merchant-isolation.ts,47,as any,"      const h3 = (c.req as any).headers?.get?.(name);"
src/middleware/rls-merchant-isolation.ts,60,as any,"      const q = (c.req as any).query?.(name);"
src/middleware/rls-merchant-isolation.ts,222,: any,"export function createMerchantSQL(sql: any) {"
src/tests/instagram-messaging.test.ts,15,as any,"      return 0 as any;"
src/tests/instagram-messaging.test.ts,46,as any,"      return 0 as any;"
src/services/instagram-media-manager.ts,478,: any,"      const totalMedia = mediaStats.reduce((sum: number, stat: any) => sum + Number(((stat as unknown) as { type_count: string })?.type_count ?? 0), 0);"
src/services/instagram-media-manager.ts,479,: any,"      const totalResponses = mediaStats.reduce((sum: number, stat: any) => sum + Number(((stat as unknown) as { responses: string })?.responses ?? 0), 0);"
src/services/instagram-media-manager.ts,491,: any,"        topMediaTemplates: templateStats.map((template: any) => ({"
src/services/encryption.test.ts,25,: any,"        const err: any = new Error(message);"
src/middleware/auto-tenant-context.ts,127,as any,"      }) as any;"
src/services/service-controller.ts,85,as any,"    this.pool = (this.db as any).poolInstance;"
src/services/service-controller.ts,200,: any,"      result.forEach((row: any) => {"
src/services/service-controller.ts,291,as any,"          service: service as any,"
src/services/service-controller.ts,327,as any,"          service: service as any,"
src/services/service-controller.ts,363,: any,"      return healthData.map((row: any) => {"
src/services/service-controller.ts,398,: any,"    context?: any"
src/services/service-controller.ts,427,as any,"          service: service as any,"
src/tests/instagram-integration.test.ts,25,: any,"          create: async (params: any) => ({"
src/tests/instagram-integration.test.ts,29,: any,"                  message: params.messages.some((m: any) => m.content?.includes('منتجات')) "
src/tests/instagram-integration.test.ts,35,: any,"                  visualStyle: params.messages.some((m: any) => m.content?.includes('comment')) ? 'post' : 'dm'"
src/tests/instagram-integration.test.ts,50,: any,"    securityHeaders: async (_c: any, next: any) => {"
src/tests/instagram-integration.test.ts,53,: any,"    rateLimiter: async (c: any, next: any) => {"
src/tests/instagram-integration.test.ts,77,: any,"  let db: any;"
src/tests/instagram-integration.test.ts,78,: any,"  let sql: any;"
src/tests/instagram-integration.test.ts,503,as any,"      (router as any).processInstagramEntry = async () => { processed++; };"
src/tests/instagram-integration.test.ts,534,as any,"      (router as any).processInstagramEntry = async () => {};"
src/tests/instagram-media-manager.test.ts,40,as any,"      (manager as any).getMediaTemplate = async () => ({"
src/tests/instagram-media-manager.test.ts,50,as any,"      (manager as any).incrementTemplateUsage = async () => {};"
src/tests/instagram-media-manager.test.ts,51,as any,"      (manager as any).generateTemplateCaption = () => 'generated caption';"
src/tests/hashtag-growth.test.ts,5,as any,"  const sqlStub = { unsafe: async () => [result] } as any;"
src/tests/hashtag-growth.test.ts,9,as any,"  } as any;"
src/tests/hashtag-growth.test.ts,15,as any,"    const growth = await (InstagramHashtagMentionProcessor.prototype as any).calculateHashtagGrowth.call("
src/tests/hashtag-growth.test.ts,26,as any,"    const growth = await (InstagramHashtagMentionProcessor.prototype as any).calculateHashtagGrowth.call("
src/tests/hashtag-growth.test.ts,37,as any,"    const growth = await (InstagramHashtagMentionProcessor.prototype as any).calculateHashtagGrowth.call("
src/tests/hashtag-growth.test.ts,48,as any,"    const growth = await (InstagramHashtagMentionProcessor.prototype as any).calculateHashtagGrowth.call("
src/services/instagram-hashtag-mention-processor.ts,366,as any,"          influencerMentions: Number((mentionStats.find(s => ((s as unknown) as { mention_type: string })?.mention_type === 'influencer') as any)?.count ?? 0),"
src/services/instagram-hashtag-mention-processor.ts,367,as any,"          customerMentions: Number((mentionStats.find(s => ((s as unknown) as { mention_type: string })?.mention_type === 'customer') as any)?.count ?? 0),"
src/services/instagram-hashtag-mention-processor.ts,368,as any,"          competitorMentions: Number((mentionStats.find(s => ((s as unknown) as { mention_type: string })?.mention_type === 'competitor') as any)?.count ?? 0)"
src/services/instagram-hashtag-mention-processor.ts,778,: any,"  private generateHashtagStrategy(trend: any): string {"
src/services/instagram-hashtag-mention-processor.ts,800,: any,"  private generateMentionResponse(mention: string, type: string, sentiment: string, data: any): string {"
src/services/instagram-hashtag-mention-processor.ts,874,as any,"        ) VALUES ${(sql as any).join(values, sql`, `)}"
src/services/logger.ts,20,: any,"  [key: string]: any;"
src/services/logger.ts,112,: any,"  error(arg1: string | LogContext, arg2?: any, arg3?: LogContext): void {"
src/services/logger.ts,130,: any,"  fatal(arg1: string | LogContext, arg2?: any, arg3?: LogContext): void {"
src/services/logger.ts,146,: any,"  private log(level: LogLevel, message: string, context?: LogContext & { err?: any; error?: any }): void {"
src/services/logger.ts,149,: any,"    const ctx = this.redactSensitiveData({ ...this.context, ...(context || {}) }) as LogContext & { err?: any; error?: any };"
src/services/logger.ts,150,as any,"    const { err, error, ...safeCtx } = ctx as any;"
src/services/logger.ts,169,as any,"      delete (entry as any).timestamp;"
src/services/logger.ts,208,: any,"  private redactSensitiveData(data: any): any {"
src/tests/instagram-message-sender.test.ts,8,: any,"  let client: any;"
src/tests/instagram-message-sender.test.ts,41,as any,"    })) as any;"
src/tests/instagram-message-sender.test.ts,62,as any,"    })) as any;"
src/tests/instagram-message-sender.test.ts,69,: any,"  let sender: any;"
src/tests/instagram-message-sender.test.ts,70,: any,"  let loadCredsMock: any;"
src/tests/instagram-message-sender.test.ts,116,: any,"  let sender: any;"
src/tests/instagram-message-sender.test.ts,117,: any,"  let errorMock: any;"
src/tests/instagram-message-sender.test.ts,125,: any,"      sendMessage: mock(async (_cred: any, _merchant: string, { recipientId }: any) => {"
src/tests/instagram-message-sender.test.ts,147,: any,"        getWindowStatus: mock(async (_merchantId: string, recipient: any) => {"
src/services/cross-platform-conversation-manager.ts,630,: any,"  private async buildUnifiedContext(conversations: any[]): Promise<UnifiedConversationContext> {"
src/services/cross-platform-conversation-manager.ts,635,: any,"    contexts.forEach((ctx: any, index) => {"
src/services/cross-platform-conversation-manager.ts,637,: any,"        ctx.cart.forEach((item: any) => {"
src/services/cross-platform-conversation-manager.ts,648,: any,"    const mergedPreferences: CustomerPreferences = contexts.reduce((merged, ctx: any) => {"
src/services/cross-platform-conversation-manager.ts,666,: any,"    const interests = Array.from(new Set(contexts.flatMap((ctx: any) => ctx.interests || [])));"
src/services/cross-platform-conversation-manager.ts,673,: any,"      budget: contexts.find((ctx: any) => ctx.budget)?.budget || { currency: 'IQD' },"
src/services/cross-platform-conversation-manager.ts,674,: any,"      urgency: contexts.find((ctx: any) => ctx.urgency)?.urgency || 'medium',"
src/services/cross-platform-conversation-manager.ts,676,: any,"      location: contexts.find((ctx: any) => ctx.location)?.location"
src/services/cross-platform-conversation-manager.ts,688,: any,"  private async generateCustomerTags(conversations: any[], platformProfiles: PlatformProfile[]): Promise<string[]> {"
src/services/cross-platform-conversation-manager.ts,737,: any,"    sourceConversation: any"
src/services/cross-platform-conversation-manager.ts,773,: any,"    sourceConversation: any,"
src/services/cross-platform-conversation-manager.ts,774,: any,"    targetConversation: any,"
src/services/cross-platform-conversation-manager.ts,835,: any,"  private selectPrimaryConversation(conversations: any[], strategy: string): any {"
src/services/cross-platform-conversation-manager.ts,848,: any,"  private async mergeConversationContexts(conversations: any[]): Promise<any> {"
src/services/cross-platform-conversation-manager.ts,849,: any,"    const mergedContext: any = {"
src/services/cross-platform-conversation-manager.ts,881,: any,"    mergedContext.cart = mergedContext.cart.filter((it: any) => {"
src/services/cross-platform-conversation-manager.ts,1032,: any,"  context: any;"
src/services/cross-platform-conversation-manager.ts,1040,: any,"  details: any;"
src/services/RedisSimpleHealthCheck.ts,75,: any,"  } catch (error: any) {"
src/tests/meta-rate-limiter.test.ts,56,as any,"    (limiter as any).redis = new FakeRedisManager();"
src/tests/meta-rate-limiter.test.ts,65,as any,"    const store = (limiter as any).redis.connection.store as Map<string, Set<string>>;"
src/tests/oauth-session-pkce.test.ts,48,: any,"const sql = async (strings: TemplateStringsArray, ...values: any[]) => {"
src/tests/oauth-session-pkce.test.ts,99,as any,"  delete (global as any).fetch;"
src/tests/oauth-session-pkce.test.ts,129,as any,"    (service as any).exchangeForLongLivedToken = mock(async () => ({"
src/tests/oauth-session-pkce.test.ts,137,as any,"    (global as any).fetch = mock(async (url: any, options: any) => {"
src/tests/oauth-session-pkce.test.ts,143,as any,"        } as any;"
src/tests/oauth-session-pkce.test.ts,145,as any,"      return { ok: false, text: async () => '', status: 500 } as any;"
src/services/notification-service.ts,13,: any,"  content: any;"
src/services/ai.test.ts,98,as any,"    (OpenAI as jest.MockedClass<typeof OpenAI>).mockImplementation(() => mockOpenAI as any);"
src/services/ai.test.ts,601,as any,"        const response = (aiService as any).getFallbackResponse(sampleContext);"
src/services/ai.test.ts,610,as any,"      const response = (aiService as any).getFallbackResponse(sampleContext);"
src/services/ai.test.ts,634,as any,"      (require('./ai.js') as any).aiServiceInstance = null;"
src/services/instagram-comments-manager.ts,557,: any,"        topCommentingUsers: topUsers.map((user: any) => ({"
src/services/instagram-comments-manager.ts,718,: any,"  private shouldInviteToDM(comment: CommentInteraction, analysis: any): boolean {"
src/services/instagram-comments-manager.ts,787,: any,"    analysis: any,"
src/services/conversation-ai-orchestrator.ts,184,: any,"    } catch (error: any) {"
src/services/conversation-ai-orchestrator.ts,245,: any,"    } catch (error: any) {"
src/services/conversation-ai-orchestrator.ts,268,as any,"      const sql = this.db.getSQL() as any;"
src/services/conversation-ai-orchestrator.ts,305,: any,"    } catch (error: any) {"
src/services/conversation-ai-orchestrator.ts,324,as any,"      const sql = this.db.getSQL() as any;"
src/services/conversation-ai-orchestrator.ts,387,: any,"    } catch (error: any) {"
src/services/conversation-ai-orchestrator.ts,634,: any,"  private analyzeResponsePatterns(interactions: InteractionRow[]): any {"
src/services/conversation-ai-orchestrator.ts,673,as any,"      const sql = this.db.getSQL() as any;"
src/services/conversation-ai-orchestrator.ts,701,: any,"    } catch (error: any) {"
src/services/conversation-ai-orchestrator.ts,724,as any,"            stage: (context as any).stage,"
src/services/conversation-ai-orchestrator.ts,734,as any,"            message: baseMsg, messageAr: baseMsg, intent: 'SUPPORT', stage: (context as any).stage,"
src/services/conversation-ai-orchestrator.ts,753,: any,"  responsePatterns: any;"
src/services/logger.test.ts,23,: any,"  let originalStdout: any;"
src/services/logger.test.ts,24,: any,"  let originalStderr: any;"
src/services/logger.test.ts,25,: any,"  let originalEnv: any;"
src/services/logger.test.ts,498,as any,"      logger.info(null as any);"
src/services/logger.test.ts,499,as any,"      logger.info(undefined as any);"
src/services/logger.test.ts,505,: any,"      const circular: any = { name: 'test' };"
src/services/logger.test.ts,555,: any,"        const result: any = {};"
src/tests/instagram-webhook.test.ts,6,: any,"  let handler: any;"
src/tests/instagram-webhook.test.ts,7,: any,"  let logger: any;"
src/tests/instagram-webhook.test.ts,16,as any,"    (globalThis as any).createLogger = () => logger;"
src/tests/instagram-webhook.test.ts,30,as any,"    (handler as any).findOrCreateConversation = mock(async () => ({ id: 'conv1', isNew: false }));"
src/tests/instagram-webhook.test.ts,31,as any,"    (handler as any).storeIncomingMessage = mock(async () => {});"
src/tests/instagram-webhook.test.ts,32,as any,"    (handler as any).generateAIResponse = mock(async () => {});"
src/tests/instagram-webhook.test.ts,37,as any,"    delete (globalThis as any).createLogger;"
src/tests/instagram-webhook.test.ts,49,as any,"    const ret = await (handler as any).processMessagingEvent(event, 'merchant1', result);"
src/tests/instagram-webhook.test.ts,57,as any,"    (handler as any).findOrCreateConversation = mock(async () => null);"
src/tests/instagram-webhook.test.ts,66,as any,"    await expect((handler as any).processMessagingEvent(event, 'merchant1', result)).rejects.toThrow('Failed to create conversation');"
src/tests/instagram-webhook.test.ts,74,: any,"  let handler: any;"
src/tests/instagram-webhook.test.ts,75,: any,"  let logger: any;"
src/tests/instagram-webhook.test.ts,76,: any,"  let client: any;"
src/tests/instagram-webhook.test.ts,90,as any,"    (globalThis as any).createLogger = () => logger;"
src/tests/instagram-webhook.test.ts,107,as any,"    delete (globalThis as any).createLogger;"
src/tests/instagram-webhook.test.ts,111,as any,"    await (handler as any).inviteCommentToDM('merchant1', 'comment1', 'user1');"
src/tests/instagram-webhook.test.ts,118,as any,"    await (handler as any).inviteCommentToDM('merchant1', 'comment1', 'user1');"
src/services/ai.ts,53,: any,"  cart: any[];"
src/services/ai.ts,80,: any,"  workingHours: any;"
src/services/ai.ts,82,: any,"  deliveryFees: any;"
src/services/ai.ts,83,: any,"  autoResponses: any;"
src/services/ai.ts,88,: any,"  private encryptionService: any;"
src/services/ai.ts,91,: any,"  private logger: any;"
src/services/ai.ts,92,: any,"  private db: any;"
src/services/ai.ts,108,: any,"    void this.initializeEncryptionService().catch((err: any) => {"
src/services/ai.ts,117,: any,"    } catch (error: any) {"
src/services/ai.ts,124,: any,"  private validateAIResponse(payload: any): payload is AIResponse {"
src/services/ai.ts,149,: any,"      } catch (e: any) {"
src/services/ai.ts,212,as any,"      const response = (completion as any).choices?.[0]?.message?.content;"
src/services/ai.ts,219,: any,"      let aiResponse: any;"
src/services/ai.ts,241,: any,"    } catch (error: any) {"
src/services/ai.ts,275,as any,"      const response = (completion as any).choices?.[0]?.message?.content;"
src/services/ai.ts,277,: any,"    } catch (error: any) {"
src/services/ai.ts,314,as any,"      const response = (completion as any).choices?.[0]?.message?.content;"
src/services/ai.ts,318,: any,"    } catch (error: any) {"
src/services/ai.ts,342,: any,"    } catch (error: any) {"
src/services/ai.ts,443,: any,"    products: any[]"
src/services/ai.ts,504,: any,"      return products.map((p: any) =>"
src/services/ai.ts,568,: any,"    } catch (error: any) {"
src/tests/media-id-uniqueness.test.ts,11,as any,"    (handler as any).mediaManager = {"
src/tests/media-id-uniqueness.test.ts,12,: any,"      processIncomingMedia: async (media: any) => {"
src/tests/media-id-uniqueness.test.ts,26,as any,"      await (handler as any).processMediaAttachment("
src/services/CircuitBreaker.test.ts,25,: any,"  let mockService: any;"
src/services/CircuitBreaker.test.ts,211,: any,"      } catch (error: any) {"
src/services/CircuitBreaker.test.ts,487,as any,"      await expect(circuitBreaker.execute(null as any))"
src/services/CircuitBreaker.test.ts,490,as any,"      await expect(circuitBreaker.execute(undefined as any))"
src/services/CircuitBreaker.test.ts,495,as any,"      await expect(circuitBreaker.execute('not a function' as any))"
src/services/CircuitBreaker.test.ts,498,as any,"      await expect(circuitBreaker.execute(123 as any))"
src/services/CircuitBreaker.test.ts,505,as any,"      (originalError as any).statusCode = 500;"
src/services/CircuitBreaker.test.ts,514,: any,"      } catch (error: any) {"
src/services/instagram-api.test.ts,65,: any,"  let mockLogger: any;"
src/services/instagram-api.ts,105,: any,"  private encryptionService: any;"
src/services/instagram-api.ts,107,: any,"  private rateLimiter: any;"
src/services/instagram-api.ts,108,: any,"  private logger: any;"
src/services/instagram-api.ts,129,: any,"    } catch (error: any) {"
src/services/instagram-api.ts,224,as any,"        (e as any).status = res.status;"
src/services/instagram-api.ts,256,: any,"      const result: any = await response.json();"
src/services/instagram-api.ts,265,as any,"      const status = typeof (error as any)?.status === 'number'"
src/services/instagram-api.ts,266,as any,"        ? (error as any).status"
src/services/instagram-api.ts,268,as any,"      const message = typeof (error as any)?.message === 'string'"
src/services/instagram-api.ts,269,as any,"        ? (error as any).message"
src/services/instagram-api.ts,334,: any,"    const data: any = await response.json().catch(() => ({}));"
src/services/instagram-api.ts,370,: any,"      const result: any = await this.graphRequest<any>("
src/services/instagram-api.ts,478,: any,"      const result: any = await this.graphRequest<any>("
src/services/instagram-api.ts,621,: any,"  private buildMessagePayload(request: SendMessageRequest): any {"
src/services/instagram-api.ts,682,: any,"  private encryptionService: any;"
src/services/instagram-api.ts,684,: any,"  private logger: any;"
src/services/instagram-api.ts,699,: any,"    } catch (error: any) {"
src/services/instagram-api.ts,823,: any,"      const result: any[] = await sql`"
src/services/instagram-api.ts,851,: any,"      const result: any[] = await query(db.getPool(), `"
src/services/instagram-ai.test.ts,109,as any,"    (OpenAI as jest.MockedClass<typeof OpenAI>).mockImplementation(() => mockOpenAI as any);"
src/services/instagram-ai.test.ts,658,as any,"      const hashtags = await (instagramAIService as any).generateRelevantHashtags("
src/services/instagram-ai.test.ts,678,as any,"      const hashtags = await (instagramAIService as any).generateRelevantHashtags("
src/services/instagram-ai.test.ts,689,as any,"      const hashtags = await (instagramAIService as any).generateRelevantHashtags("
src/services/instagram-ai.test.ts,700,as any,"      const storyReplyFallback = (instagramAIService as any).getContextualFallback("
src/services/instagram-ai.test.ts,705,as any,"      const dmFallback = (instagramAIService as any).getContextualFallback("
src/services/instagram-ai.test.ts,715,as any,"      const rateLimitFallback = (instagramAIService as any).getContextualFallback("
src/services/instagram-ai.test.ts,720,as any,"      const networkErrorFallback = (instagramAIService as any).getContextualFallback("
src/services/instagram-ai.test.ts,730,as any,"      const storyFallback = (instagramAIService as any).getContextualFallback("
src/services/instagram-ai.test.ts,735,as any,"      const dmFallback = (instagramAIService as any).getContextualFallback("
src/services/instagram-ai.test.ts,825,as any,"      const results = await (instagramAIService as any).processCommentBatch(operations);"
src/services/instagram-ai.test.ts,837,as any,"      const results = await (instagramAIService as any).processCommentBatch(operations);"
src/services/instagram-ai.test.ts,854,as any,"      const results = await (instagramAIService as any).getProductsForShowcase("
src/services/instagram-ai.test.ts,875,as any,"      (require('./instagram-ai.js') as any).instagramAIServiceInstance = null;"
src/services/instagram-ai.test.ts,886,as any,"        interactionType: 'unknown_type' as any"
src/services/instagram-ai.test.ts,889,as any,"      const fallback = (instagramAIService as any).getContextualFallback("
src/services/instagram-ai.ts,49,: any,"    [k: string]: any;"
src/services/instagram-ai.ts,96,as any,"        const config = result[0].ai_config as any;"
src/services/instagram-ai.ts,271,: any,"    } catch (error: any) {"
src/services/instagram-ai.ts,315,: any,"    } catch (error: any) {"
src/services/instagram-ai.ts,355,: any,"    } catch (error: any) {"
src/services/instagram-ai.ts,403,: any,"    } catch (error: any) {"
src/services/instagram-ai.ts,456,: any,"    } catch (error: any) {"
src/services/instagram-ai.ts,564,: any,"    storyContext: any,"
src/services/instagram-ai.ts,595,: any,"    postContext: any,"
src/services/instagram-ai.ts,625,: any,"    products: any[],"
src/services/instagram-ai.ts,747,: any,"      let allProducts: any[] = [];"
src/services/instagram-comments-manager.test.ts,19,: any,"const mockSQL = mock((strings: TemplateStringsArray, ...values: any[]) => {"
src/services/instagram-comments-manager.test.ts,106,: any,"  hashMerchantAndBody: mock((merchantId: string, body: any) => `hash-${merchantId}-${JSON.stringify(body).length}`)"
src/services/instagram-stories-manager.ts,394,as any,"      const sql = this.db.getSQL() as any;"
src/services/instagram-stories-manager.ts,480,as any,"      const sql = this.db.getSQL() as any;"
src/services/instagram-stories-manager.ts,518,as any,"      const sql = this.db.getSQL() as any;"
src/services/instagram-stories-manager.ts,555,as any,"      const sql = this.db.getSQL() as any;"
src/services/instagram-stories-manager.ts,601,as any,"      const sql = this.db.getSQL() as any;"
src/services/instagram-stories-manager.ts,662,as any,"      const sql = this.db.getSQL() as any;"
src/services/instagram-stories-manager.ts,692,: any,"        let session: any = {};"
src/services/instagram-stories-manager.ts,714,as any,"        interactionType: (['story_reply','story_mention','story_reaction'] as const).includes(interaction.type as any)"
src/services/instagram-stories-manager.ts,811,as any,"      const sql = this.db.getSQL() as any;"
src/services/instagram-stories-manager.ts,864,as any,"      const sql = this.db.getSQL() as any;"
src/services/instagram-stories-manager.ts,911,as any,"      const sql = this.db.getSQL() as any;"
src/services/instagram-setup.ts,36,: any,"  details?: any;"
src/services/instagram-setup.ts,218,as any,"        const grantedPerms = (permissions as any).data?.map((p: any) => p.permission) ?? [];"
src/services/instagram-setup.ts,364,: any,"    healthStatus?: any;"
src/services/instagram-webhook.ts,507,as any,"          postType: event.value.media.media_product_type as any,"
src/services/instagram-webhook.ts,785,: any,"      let session: any = {};"
src/services/instagram-webhook.ts,1187,: any,"    attachment: any,"
src/services/instagram-webhook.ts,1249,: any,"    const typeMapping: { [key: string]: any } = {"
src/services/instagram-webhook.ts,1280,: any,"    attachment: any,"
src/services/instagram-testing-orchestrator.ts,196,: any,"    context?: any"
src/services/instagram-testing-orchestrator.ts,289,: any,"      const results: any[] = [];"
src/services/instagram-testing-orchestrator.ts,717,: any,"    context?: any"
src/services/instagram-testing-orchestrator.ts,718,: any,"  ): Promise<{ success: boolean; output?: any; error?: string }> {"
src/services/instagram-testing-orchestrator.ts,720,: any,"      let result: any;"
src/services/instagram-testing-orchestrator.ts,824,: any,"  private validateStepResult(result: any, validations: string[]): boolean {"
src/services/instagram-testing-orchestrator.ts,859,: any,"    options: any"
src/services/instagram-testing-orchestrator.ts,982,: any,"  private shouldRunSuite(suite: TestSuite, options: any): boolean {"
src/services/instagram-testing-orchestrator.ts,986,as any,"        suiteCategories.includes(cat as any)"
src/services/instagram-testing-orchestrator.ts,1009,: any,"    instagramClient: any,"
src/services/instagram-testing-orchestrator.ts,1089,: any,"  private async checkRateLimits(instagramClient: any): Promise<{"
src/services/instagram-testing-orchestrator.ts,1122,: any,"    endpointTests: any[],"
src/services/instagram-testing-orchestrator.ts,1123,: any,"    webhookValidation: any,"
src/services/instagram-testing-orchestrator.ts,1124,: any,"    rateLimitStatus: any"
src/services/instagram-testing-orchestrator.ts,1156,: any,"    const results: any[] = [];"
src/services/instagram-testing-orchestrator.ts,1190,: any,"  private generatePerformanceRecommendations(results: any[]): string[] {"
src/services/instagram-testing-orchestrator.ts,1213,: any,"  private async storePerformanceTestResult(report: any, merchantId: string): Promise<void> {"
src/services/instagram-testing-orchestrator.ts,1252,: any,"  private async storeValidationResult(result: any, merchantId: string): Promise<void> {"
